merchant,prediction_date,risk_score,alert,previous_7d_average_transaction_amount,previous_7d_maximum_transaction_amount,previous_7d_total_transaction_amount,previous_14d_transaction_count,previous_14d_fraud_rate,previous_7d_transaction_count_change,explanation
fraud_Cole PLC,2020-05-25,0.8320346489597772,1,103.95565217391304,217.61,2390.98,50.0,0.0,-4.0,Historical evidence only: prior 7-day average transaction amount 103.96; prior 7-day maximum transaction amount 217.61; prior 7-day total transaction amount 2390.98; prior 14-day transaction count 50; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -4.
"fraud_Osinski, Ledner and Leuschke",2020-05-01,0.8320276742092927,1,120.4695,212.5,2409.39,52.0,0.019230769230769232,-12.0,Historical evidence only: prior 7-day average transaction amount 120.47; prior 7-day maximum transaction amount 212.50; prior 7-day total transaction amount 2409.39; prior 14-day transaction count 52; prior 14-day fraud rate 0.019231; recent 7-day transaction-count change versus the preceding 7 days -12.
fraud_Kuhic Inc,2020-05-12,0.8320276742092927,1,110.54043478260868,224.66,2542.43,54.0,0.018518518518518517,-8.0,Historical evidence only: prior 7-day average transaction amount 110.54; prior 7-day maximum transaction amount 224.66; prior 7-day total transaction amount 2542.43; prior 14-day transaction count 54; prior 14-day fraud rate 0.018519; recent 7-day transaction-count change versus the preceding 7 days -8.
"fraud_Goldner, Kovacek and Abbott",2020-05-15,0.8320276742092927,1,105.03391304347826,214.82,2415.78,51.0,0.0196078431372549,-5.0,Historical evidence only: prior 7-day average transaction amount 105.03; prior 7-day maximum transaction amount 214.82; prior 7-day total transaction amount 2415.78; prior 14-day transaction count 51; prior 14-day fraud rate 0.019608; recent 7-day transaction-count change versus the preceding 7 days -5.
fraud_Vandervort-Funk,2020-05-22,0.8320276742092927,1,113.72652173913043,207.98,2615.71,56.0,0.017857142857142856,-10.0,Historical evidence only: prior 7-day average transaction amount 113.73; prior 7-day maximum transaction amount 207.98; prior 7-day total transaction amount 2615.71; prior 14-day transaction count 56; prior 14-day fraud rate 0.017857; recent 7-day transaction-count change versus the preceding 7 days -10.
"fraud_Bernhard, Grant and Langworth",2020-05-29,0.8320196067349661,1,135.01679999999996,1010.03,3375.419999999999,44.0,0.045454545454545456,6.0,Historical evidence only: prior 7-day average transaction amount 135.02; prior 7-day maximum transaction amount 1010.03; prior 7-day total transaction amount 3375.42; prior 14-day transaction count 44; prior 14-day fraud rate 0.045455; recent 7-day transaction-count change versus the preceding 7 days 6.
fraud_Schumm PLC,2020-05-25,0.8319961798905091,1,74.96489795918366,992.74,3673.2799999999993,102.0,0.00980392156862745,-4.0,Historical evidence only: prior 7-day average transaction amount 74.96; prior 7-day maximum transaction amount 992.74; prior 7-day total transaction amount 3673.28; prior 14-day transaction count 102; prior 14-day fraud rate 0.009804; recent 7-day transaction-count change versus the preceding 7 days -4.
"fraud_Goldner, Kovacek and Abbott",2020-05-22,0.8319868706686261,1,133.0953846153846,226.01,3460.4799999999996,49.0,0.0,3.0,Historical evidence only: prior 7-day average transaction amount 133.10; prior 7-day maximum transaction amount 226.01; prior 7-day total transaction amount 3460.48; prior 14-day transaction count 49; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 3.
fraud_Vandervort-Funk,2020-05-23,0.831973727892652,1,122.60833333333333,309.75,2942.6,54.0,0.037037037037037035,-6.0,Historical evidence only: prior 7-day average transaction amount 122.61; prior 7-day maximum transaction amount 309.75; prior 7-day total transaction amount 2942.60; prior 14-day transaction count 54; prior 14-day fraud rate 0.037037; recent 7-day transaction-count change versus the preceding 7 days -6.
fraud_Wolf Inc,2020-05-25,0.8319098275316082,1,127.99961538461538,306.33,3327.99,64.0,0.03125,-12.0,Historical evidence only: prior 7-day average transaction amount 128.00; prior 7-day maximum transaction amount 306.33; prior 7-day total transaction amount 3327.99; prior 14-day transaction count 64; prior 14-day fraud rate 0.031250; recent 7-day transaction-count change versus the preceding 7 days -12.
"fraud_Mosciski, Gislason and Mertz",2020-05-11,0.8318640141231769,1,131.08374999999998,315.09,3146.0099999999998,51.0,0.0392156862745098,-3.0,Historical evidence only: prior 7-day average transaction amount 131.08; prior 7-day maximum transaction amount 315.09; prior 7-day total transaction amount 3146.01; prior 14-day transaction count 51; prior 14-day fraud rate 0.039216; recent 7-day transaction-count change versus the preceding 7 days -3.
fraud_Bailey-Morar,2020-05-03,0.8317962774236725,1,111.65360000000001,220.19,2791.34,54.0,0.0,-4.0,Historical evidence only: prior 7-day average transaction amount 111.65; prior 7-day maximum transaction amount 220.19; prior 7-day total transaction amount 2791.34; prior 14-day transaction count 54; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -4.
fraud_Schmidt and Sons,2020-05-12,0.8317876712552215,1,143.3641666666667,1125.43,3440.740000000001,53.0,0.05660377358490566,-5.0,Historical evidence only: prior 7-day average transaction amount 143.36; prior 7-day maximum transaction amount 1125.43; prior 7-day total transaction amount 3440.74; prior 14-day transaction count 53; prior 14-day fraud rate 0.056604; recent 7-day transaction-count change versus the preceding 7 days -5.
fraud_Schmidt and Sons,2020-05-13,0.8317876712552215,1,157.28045454545457,1125.43,3460.1700000000005,50.0,0.06,-6.0,Historical evidence only: prior 7-day average transaction amount 157.28; prior 7-day maximum transaction amount 1125.43; prior 7-day total transaction amount 3460.17; prior 14-day transaction count 50; prior 14-day fraud rate 0.060000; recent 7-day transaction-count change versus the preceding 7 days -6.
fraud_Schumm PLC,2020-05-14,0.8317634222550286,1,165.27299999999997,1348.03,6610.919999999999,90.0,0.022222222222222223,-10.0,Historical evidence only: prior 7-day average transaction amount 165.27; prior 7-day maximum transaction amount 1348.03; prior 7-day total transaction amount 6610.92; prior 14-day transaction count 90; prior 14-day fraud rate 0.022222; recent 7-day transaction-count change versus the preceding 7 days -10.
fraud_Koepp-Witting,2020-05-19,0.8316796511753558,1,105.14919999999998,230.55,2628.7299999999996,51.0,0.0,-1.0,Historical evidence only: prior 7-day average transaction amount 105.15; prior 7-day maximum transaction amount 230.55; prior 7-day total transaction amount 2628.73; prior 14-day transaction count 51; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -1.
"fraud_Casper, Hand and Zulauf",2020-05-20,0.8316796511753558,1,108.34208333333333,229.8,2600.21,50.0,0.0,-2.0,Historical evidence only: prior 7-day average transaction amount 108.34; prior 7-day maximum transaction amount 229.80; prior 7-day total transaction amount 2600.21; prior 14-day transaction count 50; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -2.
fraud_Kutch and Sons,2020-06-09,0.8316198919472488,1,109.18874999999998,201.67,4367.549999999999,77.0,0.012987012987012988,3.0,Historical evidence only: prior 7-day average transaction amount 109.19; prior 7-day maximum transaction amount 201.67; prior 7-day total transaction amount 4367.55; prior 14-day transaction count 77; prior 14-day fraud rate 0.012987; recent 7-day transaction-count change versus the preceding 7 days 3.
fraud_Rau and Sons,2020-06-11,0.8313951958699971,1,116.23024390243904,214.71,4765.4400000000005,91.0,0.0,-9.0,Historical evidence only: prior 7-day average transaction amount 116.23; prior 7-day maximum transaction amount 214.71; prior 7-day total transaction amount 4765.44; prior 14-day transaction count 91; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -9.
fraud_Vandervort-Funk,2020-05-10,0.8313481316101169,1,109.76875000000001,227.1,2634.4500000000003,54.0,0.018518518518518517,-6.0,Historical evidence only: prior 7-day average transaction amount 109.77; prior 7-day maximum transaction amount 227.10; prior 7-day total transaction amount 2634.45; prior 14-day transaction count 54; prior 14-day fraud rate 0.018519; recent 7-day transaction-count change versus the preceding 7 days -6.
fraud_Vandervort-Funk,2020-05-11,0.8313481316101169,1,120.932,228.72,3023.3,55.0,0.01818181818181818,-5.0,Historical evidence only: prior 7-day average transaction amount 120.93; prior 7-day maximum transaction amount 228.72; prior 7-day total transaction amount 3023.30; prior 14-day transaction count 55; prior 14-day fraud rate 0.018182; recent 7-day transaction-count change versus the preceding 7 days -5.
fraud_Bradtke PLC,2020-05-20,0.8312971776780109,1,135.35625,234.64,3248.5499999999997,55.0,0.0,-7.0,Historical evidence only: prior 7-day average transaction amount 135.36; prior 7-day maximum transaction amount 234.64; prior 7-day total transaction amount 3248.55; prior 14-day transaction count 55; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -7.
fraud_Koepp-Witting,2020-05-28,0.831156322001049,1,105.13499999999999,202.1,2523.24,61.0,0.0,-13.0,Historical evidence only: prior 7-day average transaction amount 105.13; prior 7-day maximum transaction amount 202.10; prior 7-day total transaction amount 2523.24; prior 14-day transaction count 61; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -13.
fraud_Barton Inc,2020-05-27,0.8311539612241094,1,127.00818181818182,300.19,4191.27,56.0,0.05357142857142857,10.0,Historical evidence only: prior 7-day average transaction amount 127.01; prior 7-day maximum transaction amount 300.19; prior 7-day total transaction amount 4191.27; prior 14-day transaction count 56; prior 14-day fraud rate 0.053571; recent 7-day transaction-count change versus the preceding 7 days 10.
"fraud_Mosciski, Gislason and Mertz",2020-05-13,0.8311485265895636,1,139.28875,315.09,3342.93,49.0,0.04081632653061224,-1.0,Historical evidence only: prior 7-day average transaction amount 139.29; prior 7-day maximum transaction amount 315.09; prior 7-day total transaction amount 3342.93; prior 14-day transaction count 49; prior 14-day fraud rate 0.040816; recent 7-day transaction-count change versus the preceding 7 days -1.
fraud_Price Inc,2020-05-11,0.8311425651411537,1,152.02349999999998,1147.75,3040.47,44.0,0.06818181818181818,-4.0,Historical evidence only: prior 7-day average transaction amount 152.02; prior 7-day maximum transaction amount 1147.75; prior 7-day total transaction amount 3040.47; prior 14-day transaction count 44; prior 14-day fraud rate 0.068182; recent 7-day transaction-count change versus the preceding 7 days -4.
fraud_Kiehn Inc,2020-05-19,0.8310607073034778,1,101.24433333333333,150.81,3037.33,56.0,0.0,4.0,Historical evidence only: prior 7-day average transaction amount 101.24; prior 7-day maximum transaction amount 150.81; prior 7-day total transaction amount 3037.33; prior 14-day transaction count 56; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 4.
"fraud_Rowe, Batz and Goodwin",2020-05-27,0.8310174296642487,1,114.42655172413792,293.81,3318.37,63.0,0.015873015873015872,-5.0,Historical evidence only: prior 7-day average transaction amount 114.43; prior 7-day maximum transaction amount 293.81; prior 7-day total transaction amount 3318.37; prior 14-day transaction count 63; prior 14-day fraud rate 0.015873; recent 7-day transaction-count change versus the preceding 7 days -5.
fraud_Kilback LLC,2020-06-01,0.8309306529413475,1,92.7015873015873,320.85,5840.2,114.0,0.008771929824561403,12.0,Historical evidence only: prior 7-day average transaction amount 92.70; prior 7-day maximum transaction amount 320.85; prior 7-day total transaction amount 5840.20; prior 14-day transaction count 114; prior 14-day fraud rate 0.008772; recent 7-day transaction-count change versus the preceding 7 days 12.
fraud_DuBuque LLC,2020-05-14,0.8308812428692564,1,122.94678571428572,293.48,3442.51,64.0,0.015625,-8.0,Historical evidence only: prior 7-day average transaction amount 122.95; prior 7-day maximum transaction amount 293.48; prior 7-day total transaction amount 3442.51; prior 14-day transaction count 64; prior 14-day fraud rate 0.015625; recent 7-day transaction-count change versus the preceding 7 days -8.
fraud_DuBuque LLC,2020-05-16,0.8308812428692564,1,120.05444444444446,293.48,3241.4700000000003,62.0,0.016129032258064516,-8.0,Historical evidence only: prior 7-day average transaction amount 120.05; prior 7-day maximum transaction amount 293.48; prior 7-day total transaction amount 3241.47; prior 14-day transaction count 62; prior 14-day fraud rate 0.016129; recent 7-day transaction-count change versus the preceding 7 days -8.
fraud_Heidenreich PLC,2020-05-30,0.8308498083684881,1,108.2784,217.97,5413.92,68.0,0.0,32.0,Historical evidence only: prior 7-day average transaction amount 108.28; prior 7-day maximum transaction amount 217.97; prior 7-day total transaction amount 5413.92; prior 14-day transaction count 68; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 32.
fraud_Goodwin-Nitzsche,2020-06-03,0.8308391000401975,1,128.12744680851065,289.01,6021.990000000001,79.0,0.02531645569620253,15.0,Historical evidence only: prior 7-day average transaction amount 128.13; prior 7-day maximum transaction amount 289.01; prior 7-day total transaction amount 6021.99; prior 14-day transaction count 79; prior 14-day fraud rate 0.025316; recent 7-day transaction-count change versus the preceding 7 days 15.
fraud_Bogisich Inc,2020-05-16,0.8307138366105501,1,102.93959999999998,202.09,2573.49,58.0,0.0,-8.0,Historical evidence only: prior 7-day average transaction amount 102.94; prior 7-day maximum transaction amount 202.09; prior 7-day total transaction amount 2573.49; prior 14-day transaction count 58; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -8.
fraud_Doyle Ltd,2020-06-07,0.8306883621993549,1,132.21304347826086,330.35,6081.799999999999,82.0,0.036585365853658534,10.0,Historical evidence only: prior 7-day average transaction amount 132.21; prior 7-day maximum transaction amount 330.35; prior 7-day total transaction amount 6081.80; prior 14-day transaction count 82; prior 14-day fraud rate 0.036585; recent 7-day transaction-count change versus the preceding 7 days 10.
"fraud_Lockman, West and Runte",2020-06-03,0.8306309912276496,1,105.29578947368421,210.31,4001.24,77.0,0.025974025974025976,-1.0,Historical evidence only: prior 7-day average transaction amount 105.30; prior 7-day maximum transaction amount 210.31; prior 7-day total transaction amount 4001.24; prior 14-day transaction count 77; prior 14-day fraud rate 0.025974; recent 7-day transaction-count change versus the preceding 7 days -1.
fraud_Padberg-Welch,2020-06-10,0.8305959954473483,1,130.594,327.0,5223.76,78.0,0.02564102564102564,2.0,Historical evidence only: prior 7-day average transaction amount 130.59; prior 7-day maximum transaction amount 327.00; prior 7-day total transaction amount 5223.76; prior 14-day transaction count 78; prior 14-day fraud rate 0.025641; recent 7-day transaction-count change versus the preceding 7 days 2.
fraud_Barton Inc,2020-05-24,0.8302970619922299,1,131.91545454545457,349.18,4353.210000000001,55.0,0.05454545454545454,11.0,Historical evidence only: prior 7-day average transaction amount 131.92; prior 7-day maximum transaction amount 349.18; prior 7-day total transaction amount 4353.21; prior 14-day transaction count 55; prior 14-day fraud rate 0.054545; recent 7-day transaction-count change versus the preceding 7 days 11.
"fraud_Mosciski, Gislason and Mertz",2020-05-09,0.8301881916798434,1,111.29521739130435,214.2,2559.79,55.0,0.01818181818181818,-9.0,Historical evidence only: prior 7-day average transaction amount 111.30; prior 7-day maximum transaction amount 214.20; prior 7-day total transaction amount 2559.79; prior 14-day transaction count 55; prior 14-day fraud rate 0.018182; recent 7-day transaction-count change versus the preceding 7 days -9.
"fraud_Mosciski, Gislason and Mertz",2020-05-08,0.8301383269016138,1,112.8908,214.2,2822.27,60.0,0.016666666666666666,-10.0,Historical evidence only: prior 7-day average transaction amount 112.89; prior 7-day maximum transaction amount 214.20; prior 7-day total transaction amount 2822.27; prior 14-day transaction count 60; prior 14-day fraud rate 0.016667; recent 7-day transaction-count change versus the preceding 7 days -10.
fraud_Rutherford-Mertz,2020-05-25,0.8301383269016138,1,119.24304347826087,231.02,2742.59,59.0,0.01694915254237288,-13.0,Historical evidence only: prior 7-day average transaction amount 119.24; prior 7-day maximum transaction amount 231.02; prior 7-day total transaction amount 2742.59; prior 14-day transaction count 59; prior 14-day fraud rate 0.016949; recent 7-day transaction-count change versus the preceding 7 days -13.
fraud_Auer-Mosciski,2020-05-15,0.8300580944728735,1,104.96416666666669,221.08,2519.1400000000003,51.0,0.0196078431372549,-3.0,Historical evidence only: prior 7-day average transaction amount 104.96; prior 7-day maximum transaction amount 221.08; prior 7-day total transaction amount 2519.14; prior 14-day transaction count 51; prior 14-day fraud rate 0.019608; recent 7-day transaction-count change versus the preceding 7 days -3.
fraud_Kuhn LLC,2020-06-06,0.830047513883293,1,63.44740000000002,810.62,3172.3700000000013,102.0,0.0196078431372549,-2.0,Historical evidence only: prior 7-day average transaction amount 63.45; prior 7-day maximum transaction amount 810.62; prior 7-day total transaction amount 3172.37; prior 14-day transaction count 102; prior 14-day fraud rate 0.019608; recent 7-day transaction-count change versus the preceding 7 days -2.
fraud_Barton Inc,2020-06-04,0.8300044505217818,1,108.24415094339624,232.7,5736.9400000000005,85.0,0.011764705882352941,21.0,Historical evidence only: prior 7-day average transaction amount 108.24; prior 7-day maximum transaction amount 232.70; prior 7-day total transaction amount 5736.94; prior 14-day transaction count 85; prior 14-day fraud rate 0.011765; recent 7-day transaction-count change versus the preceding 7 days 21.
fraud_Barton Inc,2020-06-05,0.8300044505217818,1,108.92055555555557,232.7,5881.710000000001,85.0,0.011764705882352941,23.0,Historical evidence only: prior 7-day average transaction amount 108.92; prior 7-day maximum transaction amount 232.70; prior 7-day total transaction amount 5881.71; prior 14-day transaction count 85; prior 14-day fraud rate 0.011765; recent 7-day transaction-count change versus the preceding 7 days 23.
fraud_Kunze Inc,2020-05-17,0.8299462535559877,1,119.28035714285714,320.99,3339.85,56.0,0.05357142857142857,0.0,Historical evidence only: prior 7-day average transaction amount 119.28; prior 7-day maximum transaction amount 320.99; prior 7-day total transaction amount 3339.85; prior 14-day transaction count 56; prior 14-day fraud rate 0.053571; recent 7-day transaction-count change versus the preceding 7 days 0.
fraud_Kiehn-Emmerich,2020-06-08,0.8299332088979323,1,106.00846153846153,199.67,2756.22,70.0,0.0,-18.0,Historical evidence only: prior 7-day average transaction amount 106.01; prior 7-day maximum transaction amount 199.67; prior 7-day total transaction amount 2756.22; prior 14-day transaction count 70; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -18.
"fraud_Schumm, Bauch and Ondricka",2020-05-21,0.8298574227538731,1,138.43,288.3,4706.62,71.0,0.028169014084507043,-3.0,Historical evidence only: prior 7-day average transaction amount 138.43; prior 7-day maximum transaction amount 288.30; prior 7-day total transaction amount 4706.62; prior 14-day transaction count 71; prior 14-day fraud rate 0.028169; recent 7-day transaction-count change versus the preceding 7 days -3.
"fraud_Schumm, Bauch and Ondricka",2020-05-08,0.8298556569287343,1,119.29024390243902,293.71,4890.9,76.0,0.02631578947368421,6.0,Historical evidence only: prior 7-day average transaction amount 119.29; prior 7-day maximum transaction amount 293.71; prior 7-day total transaction amount 4890.90; prior 14-day transaction count 76; prior 14-day fraud rate 0.026316; recent 7-day transaction-count change versus the preceding 7 days 6.
fraud_Bailey-Morar,2020-05-01,0.8297918591294626,1,122.64349999999999,220.19,2452.87,52.0,0.0,-12.0,Historical evidence only: prior 7-day average transaction amount 122.64; prior 7-day maximum transaction amount 220.19; prior 7-day total transaction amount 2452.87; prior 14-day transaction count 52; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -12.
fraud_Bailey-Morar,2020-05-02,0.8297918591294626,1,117.05666666666667,220.19,2458.19,53.0,0.0,-11.0,Historical evidence only: prior 7-day average transaction amount 117.06; prior 7-day maximum transaction amount 220.19; prior 7-day total transaction amount 2458.19; prior 14-day transaction count 53; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -11.
fraud_Koepp-Parker,2020-05-09,0.8297918591294626,1,122.51880000000001,215.75,3062.9700000000003,55.0,0.0,-5.0,Historical evidence only: prior 7-day average transaction amount 122.52; prior 7-day maximum transaction amount 215.75; prior 7-day total transaction amount 3062.97; prior 14-day transaction count 55; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -5.
fraud_Heidenreich PLC,2020-05-20,0.8297918591294626,1,122.17521739130434,215.8,2810.0299999999997,55.0,0.0,-9.0,Historical evidence only: prior 7-day average transaction amount 122.18; prior 7-day maximum transaction amount 215.80; prior 7-day total transaction amount 2810.03; prior 14-day transaction count 55; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -9.
fraud_Rau and Sons,2020-06-14,0.8297837708126464,1,116.50999999999999,288.6,4310.87,88.0,0.0,-14.0,Historical evidence only: prior 7-day average transaction amount 116.51; prior 7-day maximum transaction amount 288.60; prior 7-day total transaction amount 4310.87; prior 14-day transaction count 88; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -14.
"fraud_Casper, Hand and Zulauf",2020-05-03,0.8296326755210104,1,125.6171875,225.17,4019.75,49.0,0.02040816326530612,15.0,Historical evidence only: prior 7-day average transaction amount 125.62; prior 7-day maximum transaction amount 225.17; prior 7-day total transaction amount 4019.75; prior 14-day transaction count 49; prior 14-day fraud rate 0.020408; recent 7-day transaction-count change versus the preceding 7 days 15.
fraud_Hackett-Lueilwitz,2020-05-17,0.8296172603692287,1,119.23153846153846,290.67,3100.02,54.0,0.037037037037037035,-2.0,Historical evidence only: prior 7-day average transaction amount 119.23; prior 7-day maximum transaction amount 290.67; prior 7-day total transaction amount 3100.02; prior 14-day transaction count 54; prior 14-day fraud rate 0.037037; recent 7-day transaction-count change versus the preceding 7 days -2.
fraud_Kunze Inc,2020-05-08,0.8295899644069922,1,127.04,294.33,3048.96,67.0,0.04477611940298507,-19.0,Historical evidence only: prior 7-day average transaction amount 127.04; prior 7-day maximum transaction amount 294.33; prior 7-day total transaction amount 3048.96; prior 14-day transaction count 67; prior 14-day fraud rate 0.044776; recent 7-day transaction-count change versus the preceding 7 days -19.
fraud_Rau and Sons,2020-06-09,0.8295815380434783,1,113.2546511627907,214.71,4869.95,88.0,0.0,-2.0,Historical evidence only: prior 7-day average transaction amount 113.25; prior 7-day maximum transaction amount 214.71; prior 7-day total transaction amount 4869.95; prior 14-day transaction count 88; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -2.
fraud_Cartwright-Harris,2020-05-15,0.8295166424689145,1,130.9717857142857,289.46,3667.2099999999996,63.0,0.015873015873015872,-7.0,Historical evidence only: prior 7-day average transaction amount 130.97; prior 7-day maximum transaction amount 289.46; prior 7-day total transaction amount 3667.21; prior 14-day transaction count 63; prior 14-day fraud rate 0.015873; recent 7-day transaction-count change versus the preceding 7 days -7.
"fraud_Mosciski, Gislason and Mertz",2020-05-25,0.8295153251246623,1,127.0865625,235.93,4066.77,58.0,0.017241379310344827,6.0,Historical evidence only: prior 7-day average transaction amount 127.09; prior 7-day maximum transaction amount 235.93; prior 7-day total transaction amount 4066.77; prior 14-day transaction count 58; prior 14-day fraud rate 0.017241; recent 7-day transaction-count change versus the preceding 7 days 6.
fraud_Rutherford-Mertz,2020-05-24,0.829452707572342,1,117.35000000000001,231.02,2816.4,60.0,0.016666666666666666,-12.0,Historical evidence only: prior 7-day average transaction amount 117.35; prior 7-day maximum transaction amount 231.02; prior 7-day total transaction amount 2816.40; prior 14-day transaction count 60; prior 14-day fraud rate 0.016667; recent 7-day transaction-count change versus the preceding 7 days -12.
"fraud_Kuhic, Bins and Pfeffer",2020-05-21,0.8293915441815476,1,145.28519999999992,1276.77,3632.1299999999983,53.0,0.05660377358490566,-3.0,Historical evidence only: prior 7-day average transaction amount 145.29; prior 7-day maximum transaction amount 1276.77; prior 7-day total transaction amount 3632.13; prior 14-day transaction count 53; prior 14-day fraud rate 0.056604; recent 7-day transaction-count change versus the preceding 7 days -3.
fraud_Auer-Mosciski,2020-05-03,0.8293522365799129,1,106.2708,207.8,2656.77,59.0,0.0,-9.0,Historical evidence only: prior 7-day average transaction amount 106.27; prior 7-day maximum transaction amount 207.80; prior 7-day total transaction amount 2656.77; prior 14-day transaction count 59; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -9.
fraud_McDermott-Weimann,2020-05-14,0.8293522365799129,1,104.6532,223.83,2616.33,58.0,0.0,-8.0,Historical evidence only: prior 7-day average transaction amount 104.65; prior 7-day maximum transaction amount 223.83; prior 7-day total transaction amount 2616.33; prior 14-day transaction count 58; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -8.
fraud_Bogisich Inc,2020-05-11,0.8293092548019352,1,110.1568,201.21,2753.92,61.0,0.0,-11.0,Historical evidence only: prior 7-day average transaction amount 110.16; prior 7-day maximum transaction amount 201.21; prior 7-day total transaction amount 2753.92; prior 14-day transaction count 61; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -11.
fraud_Schumm PLC,2020-05-16,0.8293024938857726,1,140.6668,1348.03,7033.339999999999,100.0,0.02,0.0,Historical evidence only: prior 7-day average transaction amount 140.67; prior 7-day maximum transaction amount 1348.03; prior 7-day total transaction amount 7033.34; prior 14-day transaction count 100; prior 14-day fraud rate 0.020000; recent 7-day transaction-count change versus the preceding 7 days 0.
fraud_Stracke-Lemke,2020-06-11,0.8292502626671724,1,128.0096153846154,237.46,3328.25,67.0,0.0,-15.0,Historical evidence only: prior 7-day average transaction amount 128.01; prior 7-day maximum transaction amount 237.46; prior 7-day total transaction amount 3328.25; prior 14-day transaction count 67; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -15.
fraud_Bauch-Raynor,2020-06-11,0.8291985782747889,1,129.4302564102564,296.06,5047.78,81.0,0.024691358024691357,-3.0,Historical evidence only: prior 7-day average transaction amount 129.43; prior 7-day maximum transaction amount 296.06; prior 7-day total transaction amount 5047.78; prior 14-day transaction count 81; prior 14-day fraud rate 0.024691; recent 7-day transaction-count change versus the preceding 7 days -3.
fraud_Barton Inc,2020-06-03,0.8291812694485834,1,107.5773076923077,223.39,5594.02,85.0,0.011764705882352941,19.0,Historical evidence only: prior 7-day average transaction amount 107.58; prior 7-day maximum transaction amount 223.39; prior 7-day total transaction amount 5594.02; prior 14-day transaction count 85; prior 14-day fraud rate 0.011765; recent 7-day transaction-count change versus the preceding 7 days 19.
fraud_Goodwin-Nitzsche,2020-05-29,0.8291503386994297,1,117.65628571428572,289.01,4117.97,66.0,0.030303030303030304,4.0,Historical evidence only: prior 7-day average transaction amount 117.66; prior 7-day maximum transaction amount 289.01; prior 7-day total transaction amount 4117.97; prior 14-day transaction count 66; prior 14-day fraud rate 0.030303; recent 7-day transaction-count change versus the preceding 7 days 4.
fraud_McDermott-Weimann,2020-05-18,0.8291051292303867,1,123.4792,226.75,3086.98,55.0,0.0,-5.0,Historical evidence only: prior 7-day average transaction amount 123.48; prior 7-day maximum transaction amount 226.75; prior 7-day total transaction amount 3086.98; prior 14-day transaction count 55; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -5.
fraud_Kiehn-Emmerich,2020-05-12,0.8289681303936886,1,111.16310344827586,211.27,3223.73,56.0,0.0,2.0,Historical evidence only: prior 7-day average transaction amount 111.16; prior 7-day maximum transaction amount 211.27; prior 7-day total transaction amount 3223.73; prior 14-day transaction count 56; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 2.
"fraud_Kovacek, Dibbert and Ondricka",2020-05-19,0.8289335302973827,1,116.2807142857143,209.19,3255.86,65.0,0.0,-9.0,Historical evidence only: prior 7-day average transaction amount 116.28; prior 7-day maximum transaction amount 209.19; prior 7-day total transaction amount 3255.86; prior 14-day transaction count 65; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -9.
"fraud_Moen, Reinger and Murphy",2020-06-01,0.8289335302973827,1,118.07322580645162,221.6,3660.27,69.0,0.0,-7.0,Historical evidence only: prior 7-day average transaction amount 118.07; prior 7-day maximum transaction amount 221.60; prior 7-day total transaction amount 3660.27; prior 14-day transaction count 69; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -7.
"fraud_Goldner, Kovacek and Abbott",2020-05-07,0.8288575179976597,1,119.34375,334.48,3819.0,63.0,0.047619047619047616,1.0,Historical evidence only: prior 7-day average transaction amount 119.34; prior 7-day maximum transaction amount 334.48; prior 7-day total transaction amount 3819.00; prior 14-day transaction count 63; prior 14-day fraud rate 0.047619; recent 7-day transaction-count change versus the preceding 7 days 1.
