merchant,prediction_date,risk_score,alert
fraud_Kuhic Inc,2020-05-23,0.8227360018735053,1
fraud_Kuhic Inc,2020-05-25,0.8227360018735053,1
fraud_DuBuque LLC,2020-05-27,0.8227349694024869,1
"fraud_Heathcote, Yost and Kertzmann",2020-06-01,0.8227214322411641,1
"fraud_Rowe, Batz and Goodwin",2020-06-02,0.8227204866638723,1
"fraud_Langworth, Boehm and Gulgowski",2020-05-16,0.8226294478080872,1
fraud_Bradtke PLC,2020-05-22,0.8225982292693113,1
"fraud_Lockman, West and Runte",2020-05-03,0.8225892135693266,1
fraud_Bradtke PLC,2020-05-06,0.8225892135693266,1
fraud_Bradtke PLC,2020-05-07,0.8225892135693266,1
fraud_Bradtke PLC,2020-05-08,0.8225892135693266,1
fraud_Kutch and Sons,2020-05-23,0.8225892135693266,1
fraud_Medhurst PLC,2020-05-15,0.8225402930820097,1
fraud_Cole PLC,2020-05-01,0.8224472994885098,1
fraud_Koepp-Parker,2020-05-07,0.8224062411944769,1
fraud_Kiehn-Emmerich,2020-05-09,0.8224062411944769,1
fraud_Koepp-Parker,2020-05-10,0.8224062411944769,1
fraud_Kiehn-Emmerich,2020-05-11,0.8224062411944769,1
fraud_Kuhic Inc,2020-06-05,0.8224062411944769,1
fraud_Miller-Hauck,2020-05-19,0.8223979184259786,1
fraud_Cormier LLC,2020-05-29,0.8223360785924764,1
fraud_Kiehn Inc,2020-05-17,0.8223333934760135,1
fraud_Miller-Hauck,2020-05-16,0.8222761680302672,1
fraud_Hackett-Lueilwitz,2020-05-25,0.8221552762527192,1
"fraud_Rowe, Batz and Goodwin",2020-06-01,0.8221552762527192,1
"fraud_Schoen, Kuphal and Nitzsche",2020-06-08,0.8221552762527192,1
"fraud_Goldner, Kovacek and Abbott",2020-05-02,0.8221414158790917,1
"fraud_Goldner, Kovacek and Abbott",2020-05-03,0.8221414158790917,1
"fraud_Osinski, Ledner and Leuschke",2020-05-13,0.8221060655592448,1
fraud_Kilback LLC,2020-05-01,0.8220714539443609,1
fraud_Hackett-Lueilwitz,2020-05-03,0.822041487493387,1
fraud_Boyer PLC,2020-05-25,0.8219726502662172,1
fraud_Bogisich Inc,2020-05-07,0.8219516358096339,1
fraud_Kiehn-Emmerich,2020-05-07,0.8219516358096339,1
fraud_Bogisich Inc,2020-05-08,0.8219516358096339,1
fraud_McDermott-Weimann,2020-05-08,0.8219516358096339,1
fraud_Barton Inc,2020-05-13,0.8219516358096339,1
"fraud_Lockman, West and Runte",2020-05-14,0.8219516358096339,1
fraud_Kunze Inc,2020-06-10,0.8219516358096339,1
fraud_Schamberger-O'Keefe,2020-05-21,0.8219482092898381,1
"fraud_Schultz, Simonis and Little",2020-05-08,0.8218956656212052,1
fraud_McDermott-Weimann,2020-05-02,0.8218887054347183,1
fraud_McDermott-Weimann,2020-06-01,0.821887376436592,1
fraud_DuBuque LLC,2020-06-04,0.8218790702322936,1
fraud_Boyer PLC,2020-05-28,0.8218672831069649,1
fraud_Padberg-Welch,2020-05-10,0.821787038613919,1
"fraud_Huel, Hammes and Witting",2020-05-04,0.8217818581489579,1
fraud_Kiehn Inc,2020-05-20,0.8217818581489579,1
"fraud_Goldner, Kovacek and Abbott",2020-05-27,0.8217818581489579,1
"fraud_Huel, Hammes and Witting",2020-05-27,0.8217818581489579,1
fraud_Kutch and Sons,2020-05-30,0.8217818581489579,1
fraud_Schamberger-O'Keefe,2020-06-02,0.8217818581489579,1
fraud_Schamberger-O'Keefe,2020-06-05,0.8217818581489579,1
fraud_Padberg-Welch,2020-05-26,0.821778167223452,1
fraud_Koepp-Witting,2020-05-03,0.8217736455358636,1
"fraud_Moen, Reinger and Murphy",2020-05-29,0.8217736455358636,1
fraud_Cole PLC,2020-06-13,0.8217736455358636,1
fraud_Koepp-Parker,2020-05-04,0.8216961159371483,1
fraud_Koepp-Parker,2020-05-06,0.8216961159371483,1
fraud_Schamberger-O'Keefe,2020-05-27,0.8216961159371483,1
"fraud_Schumm, Bauch and Ondricka",2020-05-13,0.8216407439883964,1
"fraud_Casper, Hand and Zulauf",2020-06-11,0.821607558121392,1
fraud_Kuhic Inc,2020-05-16,0.8215656355094572,1
"fraud_Huel, Hammes and Witting",2020-05-31,0.8215593363216763,1
fraud_McDermott-Weimann,2020-05-07,0.8214864465792198,1
fraud_Kunze Inc,2020-05-19,0.8214661827273558,1
"fraud_Osinski, Ledner and Leuschke",2020-05-10,0.821429628576097,1
fraud_Bogisich Inc,2020-05-19,0.8213106541433998,1
fraud_Kutch and Sons,2020-05-24,0.821281053171184,1
fraud_Medhurst PLC,2020-05-19,0.8212664808659278,1
fraud_Koepp-Parker,2020-05-22,0.8212527271615039,1
fraud_Bogisich Inc,2020-05-05,0.8212400878870171,1
fraud_Bogisich Inc,2020-05-06,0.8212400878870171,1
fraud_Strosin-Cruickshank,2020-05-15,0.8212400878870171,1
fraud_McDermott-Weimann,2020-05-24,0.8212400878870171,1
fraud_Kuhic Inc,2020-05-31,0.8212400878870171,1
fraud_DuBuque LLC,2020-06-08,0.8212400878870171,1
fraud_Kunze Inc,2020-06-09,0.8212400878870171,1
fraud_Stracke-Lemke,2020-05-15,0.82123665065175,1
"fraud_Baumbach, Feeney and Morar",2020-05-11,0.8212151331534613,1
"fraud_Little, Gutmann and Lynch",2020-05-04,0.8212012216259408,1
fraud_Padberg-Welch,2020-05-21,0.8211940577148423,1
fraud_Kutch and Sons,2020-05-01,0.8211619845419129,1
"fraud_Mosciski, Gislason and Mertz",2020-05-17,0.8211150919886847,1
"fraud_Heathcote, Yost and Kertzmann",2020-05-24,0.821110095344693,1
fraud_Medhurst PLC,2020-05-16,0.821085323925195,1
fraud_Padberg-Welch,2020-05-11,0.8210749760895252,1
fraud_Padberg-Welch,2020-05-16,0.8210615411505618,1
fraud_Hackett-Lueilwitz,2020-06-09,0.8210615411505618,1
fraud_Hudson-Ratke,2020-05-25,0.8210603365051037,1
fraud_Goodwin-Nitzsche,2020-05-02,0.8210395712554992,1
fraud_DuBuque LLC,2020-05-10,0.8210395712554992,1
fraud_Padberg-Welch,2020-05-14,0.8210395712554992,1
fraud_Padberg-Welch,2020-05-15,0.8210395712554992,1
fraud_Kiehn-Emmerich,2020-05-21,0.8210395712554992,1
fraud_Kiehn-Emmerich,2020-05-22,0.8210395712554992,1
fraud_Padberg-Welch,2020-05-22,0.8210395712554992,1
"fraud_Heller, Gutmann and Zieme",2020-06-11,0.8210395712554992,1
fraud_Murray-Smitham,2020-05-18,0.8210344081117139,1
fraud_Bogisich Inc,2020-05-15,0.8210176278969019,1
"fraud_Huel, Hammes and Witting",2020-05-01,0.8209943282936104,1
fraud_Padberg-Welch,2020-05-28,0.8209491215354174,1
fraud_Kuhic Inc,2020-05-07,0.8209476449098433,1
fraud_Kuhic Inc,2020-05-08,0.8209476449098433,1
fraud_Hudson-Ratke,2020-05-24,0.8209017162671888,1
fraud_Hackett-Lueilwitz,2020-05-20,0.8209011150171501,1
"fraud_Casper, Hand and Zulauf",2020-06-12,0.8208949347648162,1
fraud_Kilback LLC,2020-05-15,0.8208790556231785,1
fraud_Pacocha-O'Reilly,2020-05-20,0.8208406552778197,1
fraud_Stracke-Lemke,2020-06-10,0.8207997890312883,1
fraud_Stracke-Lemke,2020-06-12,0.8207997890312883,1
fraud_Medhurst PLC,2020-05-25,0.8207905423018429,1
fraud_Strosin-Cruickshank,2020-05-05,0.8207737746739754,1
fraud_Kutch and Sons,2020-05-02,0.8207513244095472,1
fraud_Koepp-Witting,2020-05-04,0.8207513244095472,1
fraud_Padberg-Welch,2020-05-24,0.8207513244095472,1
"fraud_Heller, Gutmann and Zieme",2020-06-13,0.8207513244095472,1
fraud_Schamberger-O'Keefe,2020-06-13,0.8207513244095472,1
fraud_Cole PLC,2020-06-14,0.8207513244095472,1
fraud_Goodwin-Nitzsche,2020-05-31,0.8207467180733574,1
fraud_Cole PLC,2020-05-02,0.8207010336267307,1
fraud_Rutherford-Mertz,2020-06-06,0.8207010336267307,1
fraud_Medhurst PLC,2020-05-23,0.8206241339341284,1
fraud_Kuhic Inc,2020-05-13,0.8205816154863412,1
fraud_Kuhic Inc,2020-05-18,0.8205816154863412,1
"fraud_Kovacek, Dibbert and Ondricka",2020-05-24,0.820462837971297,1
"fraud_Huel, Hammes and Witting",2020-06-05,0.820462837971297,1
fraud_Auer-Mosciski,2020-05-17,0.8204552412853997,1
fraud_Kutch and Sons,2020-05-26,0.820416280747628,1
"fraud_Moen, Reinger and Murphy",2020-06-12,0.820416280747628,1
fraud_Goodwin-Nitzsche,2020-05-28,0.8204051895973922,1
"fraud_Casper, Hand and Zulauf",2020-05-23,0.8203529532209134,1
fraud_Kuhic Inc,2020-05-06,0.8203324500837108,1
fraud_Auer-Mosciski,2020-05-12,0.8203324500837108,1
fraud_Kutch and Sons,2020-05-03,0.8203251751509755,1
fraud_Strosin-Cruickshank,2020-05-17,0.8203251751509755,1
fraud_Padberg-Welch,2020-06-02,0.8203251751509755,1
"fraud_Lockman, West and Runte",2020-06-09,0.8203251751509755,1
"fraud_Heller, Gutmann and Zieme",2020-06-12,0.8203251751509755,1
"fraud_Kovacek, Dibbert and Ondricka",2020-05-02,0.8203021781852041,1
fraud_Bradtke PLC,2020-05-31,0.8202966444102094,1
fraud_Kiehn-Emmerich,2020-05-23,0.8202874667638526,1
"fraud_Goldner, Kovacek and Abbott",2020-05-06,0.8202584885197248,1
fraud_Price Inc,2020-05-04,0.8201708795021266,1
fraud_Bogisich Inc,2020-05-25,0.8201681934900272,1
fraud_Schamberger-O'Keefe,2020-05-06,0.8200919420427784,1
fraud_Miller-Hauck,2020-06-14,0.8200525711997226,1
fraud_Auer-Mosciski,2020-05-01,0.8200256777753805,1
"fraud_Schumm, Bauch and Ondricka",2020-05-01,0.8200237469057609,1
fraud_Cole PLC,2020-06-11,0.8200139616542385,1
"fraud_Schumm, Bauch and Ondricka",2020-05-04,0.8199855824067228,1
fraud_DuBuque LLC,2020-05-22,0.8199855824067228,1
fraud_Bailey-Morar,2020-06-09,0.8199855824067228,1
"fraud_Huel, Hammes and Witting",2020-05-30,0.8199801483604913,1
"fraud_Huel, Hammes and Witting",2020-06-02,0.8199801483604913,1
fraud_DuBuque LLC,2020-05-21,0.8199769181374847,1
fraud_Hackett-Lueilwitz,2020-05-26,0.819969885302349,1
"fraud_Heller, Gutmann and Zieme",2020-05-14,0.8199517462785042,1
"fraud_Heller, Gutmann and Zieme",2020-05-15,0.8199517462785042,1
"fraud_Schoen, Kuphal and Nitzsche",2020-05-30,0.8199517462785042,1
"fraud_Huel, Hammes and Witting",2020-05-23,0.819903297703126,1
fraud_Hudson-Ratke,2020-05-17,0.819873262507981,1
"fraud_Rowe, Batz and Goodwin",2020-05-23,0.8198677463787685,1
fraud_McDermott-Weimann,2020-06-03,0.8198621315228801,1
fraud_Lockman Ltd,2020-06-04,0.8198173347951779,1
"fraud_Lockman, West and Runte",2020-05-01,0.8197931094157983,1
fraud_Padberg-Welch,2020-05-09,0.8197233984978729,1
fraud_Strosin-Cruickshank,2020-05-01,0.8196158513756915,1
fraud_Auer-Mosciski,2020-05-16,0.8196158513756915,1
"fraud_Goldner, Kovacek and Abbott",2020-05-16,0.8196158513756915,1
"fraud_Schultz, Simonis and Little",2020-05-27,0.8196158513756915,1
fraud_Auer-Mosciski,2020-05-02,0.8195949760989374,1
fraud_Kiehn-Emmerich,2020-05-02,0.8195949760989374,1
"fraud_Kovacek, Dibbert and Ondricka",2020-05-18,0.8195949760989374,1
"fraud_Huel, Hammes and Witting",2020-06-06,0.8195949760989374,1
fraud_Hackett-Lueilwitz,2020-05-08,0.8195569984973637,1
fraud_Hackett-Lueilwitz,2020-05-09,0.8195569984973637,1
fraud_Hudson-Ratke,2020-05-29,0.8195466895469105,1
fraud_Barton Inc,2020-05-03,0.8195397814452701,1
fraud_Cole PLC,2020-05-03,0.8195397814452701,1
fraud_Cole PLC,2020-05-04,0.8195397814452701,1
"fraud_Heller, Gutmann and Zieme",2020-05-19,0.8195397814452701,1
fraud_Koepp-Parker,2020-05-20,0.8195397814452701,1
"fraud_Schoen, Kuphal and Nitzsche",2020-05-27,0.8195397814452701,1
"fraud_Schoen, Kuphal and Nitzsche",2020-05-28,0.8195397814452701,1
"fraud_Schoen, Kuphal and Nitzsche",2020-06-07,0.8195397814452701,1
"fraud_Schoen, Kuphal and Nitzsche",2020-06-11,0.8195397814452701,1
"fraud_Moen, Reinger and Murphy",2020-06-14,0.8195397814452701,1
fraud_Deckow-O'Conner,2020-05-26,0.8195143165587968,1
fraud_Padberg-Welch,2020-05-29,0.8194908551430521,1
fraud_Padberg-Welch,2020-05-30,0.8194908551430521,1
"fraud_Mosciski, Gislason and Mertz",2020-05-20,0.8194873000339067,1
"fraud_Moen, Reinger and Murphy",2020-05-26,0.8194807211800633,1
fraud_Doyle Ltd,2020-05-06,0.8194772620930846,1
fraud_Bogisich Inc,2020-05-10,0.8194135969526306,1
fraud_DuBuque LLC,2020-05-20,0.8194048806473138,1
fraud_Kuhic Inc,2020-05-17,0.8193637159631799,1
"fraud_Casper, Hand and Zulauf",2020-05-24,0.8193637159631799,1
fraud_Miller-Hauck,2020-05-27,0.8193456191636634,1
fraud_Pacocha-O'Reilly,2020-05-07,0.8193304569544767,1
fraud_Koepp-Witting,2020-05-27,0.8193137123266956,1
fraud_O'Keefe-Hudson,2020-06-02,0.8192963724834197,1
fraud_Kunze Inc,2020-06-08,0.8192963724834197,1
fraud_Cole PLC,2020-06-09,0.8192963724834197,1
fraud_Cole PLC,2020-06-12,0.8192963724834197,1
fraud_Schamberger-O'Keefe,2020-06-14,0.8192963724834197,1
fraud_Pacocha-O'Reilly,2020-05-14,0.8192691188627349,1
"fraud_Kovacek, Dibbert and Ondricka",2020-06-09,0.8192608507069777,1
"fraud_Schumm, Bauch and Ondricka",2020-05-05,0.8192592138297737,1
fraud_Hudson-Ratke,2020-05-16,0.8191552360939146,1
fraud_Rutherford-Mertz,2020-06-12,0.8191287855084982,1
fraud_Padberg-Welch,2020-05-17,0.8190269587634046,1
fraud_Pacocha-O'Reilly,2020-06-05,0.8190269587634046,1
fraud_Schumm PLC,2020-05-04,0.8190235020327927,1
fraud_Bogisich Inc,2020-05-14,0.8189470411944365,1
fraud_Bogisich Inc,2020-05-17,0.8189470411944365,1
"fraud_Schoen, Kuphal and Nitzsche",2020-06-14,0.8189470411944365,1
fraud_Kiehn-Emmerich,2020-05-01,0.8188760854376713,1
fraud_Kiehn-Emmerich,2020-05-04,0.8188760854376713,1
fraud_Hudson-Ratke,2020-05-05,0.8188760854376713,1
fraud_Murray-Smitham,2020-05-25,0.8188760854376713,1
"fraud_Huel, Hammes and Witting",2020-06-03,0.8188760854376713,1
fraud_McDermott-Weimann,2020-06-02,0.818849733919814,1
fraud_Cole PLC,2020-06-10,0.8188295808296494,1
fraud_Pacocha-O'Reilly,2020-06-11,0.8188295808296494,1
fraud_Bogisich Inc,2020-06-14,0.8188295808296494,1
fraud_Barton Inc,2020-05-04,0.8188207194610733,1
"fraud_Lockman, West and Runte",2020-05-07,0.8188207194610733,1
fraud_Bailey-Morar,2020-05-19,0.8188207194610733,1
"fraud_Schoen, Kuphal and Nitzsche",2020-06-13,0.8188207194610733,1
fraud_Kilback LLC,2020-05-16,0.81881485188689,1
fraud_Rutherford-Mertz,2020-05-05,0.818771641317588,1
fraud_McDermott-Weimann,2020-05-06,0.818771641317588,1
"fraud_Moen, Reinger and Murphy",2020-05-31,0.818771641317588,1
"fraud_Mosciski, Gislason and Mertz",2020-06-01,0.818771641317588,1
fraud_Kunze Inc,2020-06-11,0.818771641317588,1
"fraud_Schoen, Kuphal and Nitzsche",2020-05-17,0.8187489160726761,1
fraud_Cartwright-Harris,2020-05-19,0.8186878539697313,1
fraud_Stracke-Lemke,2020-06-09,0.8186462182041926,1
fraud_Schumm PLC,2020-06-12,0.8186155791146948,1
fraud_Cartwright-Harris,2020-06-09,0.8185488610917897,1
fraud_Kiehn-Emmerich,2020-06-07,0.818484700401483,1
fraud_Cartwright-Harris,2020-05-14,0.8184583324564373,1
fraud_Hudson-Ratke,2020-05-07,0.8184084487368627,1
"fraud_Casper, Hand and Zulauf",2020-05-22,0.8184084487368627,1
fraud_Kuhic Inc,2020-05-29,0.8184084487368627,1
fraud_Rutherford-Mertz,2020-06-13,0.8184084487368627,1
fraud_Bradtke PLC,2020-06-03,0.8183629275770175,1
fraud_Barton Inc,2020-05-11,0.8183500531985293,1
"fraud_Osinski, Ledner and Leuschke",2020-05-23,0.8183468436165887,1
"fraud_Huel, Hammes and Witting",2020-05-22,0.8183135902845075,1
"fraud_Huel, Hammes and Witting",2020-05-05,0.8183063064100972,1
fraud_Padberg-Welch,2020-05-31,0.8183063064100972,1
fraud_Deckow-O'Conner,2020-06-02,0.8182428527192074,1
"fraud_Kovacek, Dibbert and Ondricka",2020-06-05,0.8182370929654912,1
fraud_Bogisich Inc,2020-05-13,0.818226141231261,1
fraud_Hackett-Lueilwitz,2020-05-07,0.8182138906081197,1
fraud_Murray-Smitham,2020-06-14,0.8182094417592022,1
fraud_Heidenreich PLC,2020-05-04,0.8181567980517666,1
fraud_Bauch-Raynor,2020-05-23,0.8181499543971813,1
"fraud_Johnson, Runolfsdottir and Mayer",2020-06-12,0.818147885616298,1
fraud_Ankunding LLC,2020-05-03,0.8180895137436146,1
fraud_Kutch and Sons,2020-05-27,0.8180425917323975,1
fraud_Strosin-Cruickshank,2020-05-02,0.8179750208619175,1
fraud_Deckow-O'Conner,2020-05-03,0.8179750208619175,1
fraud_McDermott-Weimann,2020-05-17,0.8179750208619175,1
fraud_McDermott-Weimann,2020-05-22,0.8179750208619175,1
fraud_Bradtke PLC,2020-05-24,0.8179750208619175,1
"fraud_Kovacek, Dibbert and Ondricka",2020-05-25,0.8179750208619175,1
fraud_Cartwright-Harris,2020-05-20,0.817966151391329,1
"fraud_Lockman, West and Runte",2020-05-02,0.8179473560557003,1
fraud_Wolf Inc,2020-05-11,0.8179473560557003,1
"fraud_Huel, Hammes and Witting",2020-05-11,0.8179372428590056,1
fraud_Wolf Inc,2020-05-23,0.8179372428590056,1
"fraud_Mosciski, Gislason and Mertz",2020-06-14,0.8179372428590056,1
"fraud_Schumm, Bauch and Ondricka",2020-05-11,0.8179139816137428,1
fraud_Pacocha-Bauch,2020-05-02,0.8178973030077749,1
fraud_Metz-Boehm,2020-06-01,0.8178965148670293,1
fraud_Hudson-Ratke,2020-06-12,0.8178670578585336,1
fraud_Rutherford-Mertz,2020-05-06,0.8177913073596398,1
fraud_Bailey-Morar,2020-05-11,0.8177701986842123,1
"fraud_Rowe, Batz and Goodwin",2020-05-20,0.8177681736176138,1
fraud_Bauch-Raynor,2020-05-21,0.8177681736176138,1
fraud_McDermott-Weimann,2020-05-05,0.8177359196745414,1
fraud_Kiehn-Emmerich,2020-05-03,0.8176491814090084,1
fraud_Kutch and Sons,2020-05-28,0.8176491814090084,1
fraud_Hudson-Ratke,2020-05-23,0.8176405887845309,1
fraud_Koepp-Parker,2020-05-02,0.8176358798949532,1
fraud_Bailey-Morar,2020-05-21,0.8175935239332925,1
"fraud_Weimann, Kuhic and Beahan",2020-06-05,0.8175805214498086,1
fraud_DuBuque LLC,2020-05-05,0.8175789074420361,1
fraud_Pacocha-O'Reilly,2020-06-03,0.8175789074420361,1
fraud_Koepp-Witting,2020-06-02,0.8175713102629547,1
fraud_Cole PLC,2020-05-26,0.8175556923533722,1
fraud_Wolf Inc,2020-05-28,0.817525308305565,1
fraud_Hudson-Ratke,2020-05-06,0.8175115893935042,1
fraud_McDermott-Weimann,2020-05-09,0.8175115893935042,1
fraud_Miller-Hauck,2020-05-12,0.8175115893935042,1
fraud_Miller-Hauck,2020-05-13,0.8175115893935042,1
fraud_Miller-Hauck,2020-05-14,0.8175115893935042,1
fraud_Miller-Hauck,2020-05-15,0.8175115893935042,1
"fraud_Huel, Hammes and Witting",2020-06-07,0.8175115893935042,1
fraud_Kuhic Inc,2020-05-24,0.8175080963969698,1
"fraud_Moen, Reinger and Murphy",2020-05-14,0.8175056178358306,1
fraud_Murray-Smitham,2020-06-02,0.8174666211410543,1
fraud_Hudson-Ratke,2020-05-18,0.8174278546925742,1
fraud_Pacocha-O'Reilly,2020-05-25,0.817400911022838,1
fraud_Kiehn-Emmerich,2020-06-06,0.817385943529839,1
fraud_Pacocha-O'Reilly,2020-05-10,0.8172987384414194,1
fraud_Doyle Ltd,2020-05-15,0.8172764961665387,1
"fraud_Osinski, Ledner and Leuschke",2020-05-04,0.8172511142595538,1
fraud_McDermott-Weimann,2020-05-23,0.8172511142595538,1
fraud_Barton Inc,2020-05-30,0.8171914931124874,1
fraud_Miller-Hauck,2020-05-18,0.817179084227384,1
fraud_DuBuque LLC,2020-05-01,0.8171742695400647,1
"fraud_Huel, Hammes and Witting",2020-05-03,0.8171742695400647,1
fraud_Kiehn-Emmerich,2020-05-08,0.8171742695400647,1
fraud_McDermott-Weimann,2020-05-16,0.8171742695400647,1
fraud_Pacocha-O'Reilly,2020-05-28,0.8171742695400647,1
fraud_Schamberger-O'Keefe,2020-05-28,0.8171742695400647,1
fraud_Pacocha-O'Reilly,2020-05-29,0.8171742695400647,1
fraud_Schamberger-O'Keefe,2020-05-29,0.8171742695400647,1
fraud_Kuhic Inc,2020-06-06,0.8171742695400647,1
fraud_Bailey-Morar,2020-06-11,0.8171742695400647,1
fraud_Bailey-Morar,2020-06-12,0.8171742695400647,1
"fraud_Goldner, Kovacek and Abbott",2020-05-19,0.8171707715308815,1
"fraud_Schultz, Simonis and Little",2020-05-28,0.8171707715308815,1
"fraud_Schultz, Simonis and Little",2020-05-30,0.8171707715308815,1
fraud_Hackett-Lueilwitz,2020-05-10,0.8170935528043669,1
"fraud_Kovacek, Dibbert and Ondricka",2020-05-17,0.8170467198391305,1
fraud_McDermott-Weimann,2020-05-10,0.8170412168726553,1
fraud_McDermott-Weimann,2020-05-12,0.8170412168726553,1
fraud_Kuhic Inc,2020-05-28,0.8170412168726553,1
fraud_Hudson-Ratke,2020-05-26,0.8169109264353164,1
fraud_Koepp-Witting,2020-05-18,0.8169020694760732,1
fraud_Strosin-Cruickshank,2020-05-16,0.8168883882791433,1
"fraud_Casper, Hand and Zulauf",2020-05-21,0.8168769413735896,1
fraud_Bradtke PLC,2020-06-14,0.816845389136259,1
"fraud_Schultz, Simonis and Little",2020-05-11,0.8168452895973631,1
fraud_Kutch and Sons,2020-05-05,0.8168112462455513,1
"fraud_Casper, Hand and Zulauf",2020-05-02,0.8167881538937822,1
fraud_Cole PLC,2020-05-06,0.8167862525559836,1
fraud_Hudson-Ratke,2020-05-09,0.8167862525559836,1
fraud_Kutch and Sons,2020-05-29,0.8167862525559836,1
fraud_Kuhic Inc,2020-05-30,0.8167862525559836,1
fraud_Vandervort-Funk,2020-05-24,0.8167647280728417,1
fraud_Koepp-Witting,2020-05-26,0.8167057512942678,1
fraud_Kuhic Inc,2020-06-03,0.8167057512942678,1
fraud_Kuhic Inc,2020-05-10,0.8166872206404623,1
"fraud_Rowe, Batz and Goodwin",2020-05-24,0.8166872206404623,1
fraud_O'Keefe-Hudson,2020-05-01,0.8166637420529446,1
"fraud_Kuhic, Bins and Pfeffer",2020-05-22,0.8166539201353098,1
fraud_Koepp-Witting,2020-05-17,0.8166469547645877,1
"fraud_Goldner, Kovacek and Abbott",2020-05-24,0.816641380400463,1
"fraud_Goldner, Kovacek and Abbott",2020-05-14,0.8166412139298029,1
"fraud_Goldner, Kovacek and Abbott",2020-05-04,0.8165971707777495,1
"fraud_Schultz, Simonis and Little",2020-06-13,0.8165837032469171,1
fraud_Vandervort-Funk,2020-05-28,0.81656875956332,1
"fraud_Moen, Reinger and Murphy",2020-05-30,0.8165236874535207,1
fraud_Pacocha-O'Reilly,2020-05-08,0.8164756844616327,1
fraud_Bauch-Raynor,2020-06-01,0.8164597508446756,1
fraud_Padberg-Welch,2020-05-01,0.8164478929884462,1
fraud_DuBuque LLC,2020-05-02,0.8164478929884462,1
fraud_McDermott-Weimann,2020-05-03,0.8164478929884462,1
"fraud_Mosciski, Gislason and Mertz",2020-06-02,0.8164478929884462,1
fraud_Bailey-Morar,2020-06-13,0.8164478929884462,1
"fraud_Mosciski, Gislason and Mertz",2020-05-10,0.8164318738435662,1
fraud_O'Keefe-Hudson,2020-05-09,0.8164045693042058,1
fraud_Pacocha-O'Reilly,2020-06-06,0.8163762174684904,1
fraud_Kutch and Sons,2020-05-07,0.8163538009816823,1
fraud_Auer-Mosciski,2020-06-09,0.8163228172544421,1
"fraud_Casper, Hand and Zulauf",2020-05-14,0.8163199504328452,1
"fraud_Kovacek, Dibbert and Ondricka",2020-06-06,0.8163199504328452,1
fraud_Koepp-Witting,2020-05-09,0.8163156459217573,1
fraud_Auer-Mosciski,2020-05-05,0.8163115746047954,1
fraud_Terry-Huel,2020-05-03,0.8163115243368202,1
fraud_Wolf Inc,2020-05-22,0.8163019662406923,1
"fraud_Langworth, Boehm and Gulgowski",2020-05-09,0.8162862020572919,1
fraud_Cole PLC,2020-05-09,0.8162432036930153,1
fraud_Bauch-Raynor,2020-05-22,0.8162337685900993,1
fraud_Pacocha-Bauch,2020-05-01,0.8162214120209166,1
fraud_Wolf Inc,2020-06-04,0.8162166738864108,1
fraud_Bauch-Raynor,2020-05-24,0.8161786855539932,1
"fraud_Lockman, West and Runte",2020-06-08,0.8161441408007305,1
fraud_Deckow-O'Conner,2020-06-04,0.8160955590433555,1
fraud_Hackett-Lueilwitz,2020-06-11,0.8160955590433555,1
"fraud_Casper, Hand and Zulauf",2020-06-13,0.8160920688342307,1
"fraud_Casper, Hand and Zulauf",2020-06-14,0.8160920688342307,1
fraud_Murray-Smitham,2020-06-10,0.8160413901879406,1
fraud_McDermott-Weimann,2020-05-21,0.8160156760476699,1
"fraud_Schoen, Kuphal and Nitzsche",2020-05-21,0.815988322681236,1
fraud_Stracke-Lemke,2020-05-16,0.8159779324797047,1
fraud_Kuhic Inc,2020-05-22,0.8159779324797047,1
fraud_Kuhic Inc,2020-06-01,0.8159779324797047,1
fraud_Kuhic Inc,2020-05-09,0.8159593448260843,1
"fraud_Casper, Hand and Zulauf",2020-06-03,0.8159519264634066,1
"fraud_Schultz, Simonis and Little",2020-05-09,0.815948963250099,1
fraud_O'Keefe-Hudson,2020-06-14,0.815948963250099,1
fraud_Vandervort-Funk,2020-05-15,0.8159438170255753,1
"fraud_Schoen, Kuphal and Nitzsche",2020-06-12,0.8159379273352159,1
fraud_Rutherford-Mertz,2020-06-14,0.8159138485663145,1
fraud_Murray-Smitham,2020-05-10,0.8158723797723278,1
fraud_DuBuque LLC,2020-05-11,0.8158515459028597,1
fraud_Vandervort-Funk,2020-05-26,0.8158405194448574,1
fraud_Vandervort-Funk,2020-05-27,0.8158405194448574,1
fraud_Schamberger-O'Keefe,2020-06-03,0.8158174118610884,1
"fraud_Huel, Hammes and Witting",2020-05-24,0.8158138937425182,1
fraud_Miller-Hauck,2020-05-25,0.8157775498009594,1
fraud_Schamberger-O'Keefe,2020-06-10,0.8157728373605964,1
fraud_Schamberger-O'Keefe,2020-06-11,0.8157728373605964,1
fraud_Cole PLC,2020-05-07,0.8157471582047524,1
fraud_Cole PLC,2020-05-08,0.8157471582047524,1
fraud_Kutch and Sons,2020-06-11,0.8157208372502698,1
fraud_Cartwright-Harris,2020-06-12,0.81570869815579,1
"fraud_Goldner, Kovacek and Abbott",2020-05-05,0.8156560876693554,1
"fraud_Kovacek, Dibbert and Ondricka",2020-05-21,0.8156544837769518,1
fraud_Bogisich Inc,2020-06-13,0.8156466201505299,1
fraud_Lockman Ltd,2020-06-03,0.8156295144745671,1
